Epoch,Loss,NDCG@10,HR@10
1,10.118133544921875,0.0579572836656288,0.3536423841059713
2,4.680605411529541,0.07628172111734485,0.4140728476821326
3,4.059762954711914,0.06932970057171156,0.38675496688742955
4,3.7148208618164062,0.07743435414345888,0.4195364238410732
5,3.1988325119018555,0.07565180023362725,0.42582781456955027
6,2.931560754776001,0.07415631232819919,0.4124172185430597
7,2.735121726989746,0.07412129131736762,0.41655629139074196
8,2.5590028762817383,0.07681292249020538,0.4250000000000138
9,2.475180149078369,0.07412426299378141,0.40927152317882115
10,2.3449411392211914,0.07362253252930727,0.409768211920543
11,2.26484751701355,0.07288597477036718,0.40745033112584095
12,2.189640522003174,0.07378469423124655,0.4069536423841191
13,2.1255030632019043,0.07297526694791481,0.4048013245033243
14,2.006970167160034,0.07525262192161156,0.41490066225166905
15,1.967771053314209,0.07785533254773487,0.4271523178808086
16,1.919643521308899,0.07720758246278935,0.4238410596026628
17,1.854885220527649,0.0788042473919841,0.4273178807947159
18,1.7974777221679688,0.07891238936008331,0.4294701986755107
19,1.752780556678772,0.0809188133398448,0.4322847682119346
20,1.6977756023406982,0.08035464809244379,0.43576158940398774
21,1.65876042842865,0.0799413196872156,0.43178807947021275
22,1.6381667852401733,0.08015578382911169,0.4327814569536565
23,1.5782289505004883,0.0796855107124704,0.43178807947021275
24,1.5362062454223633,0.08074418845260938,0.4405629139072992
25,1.518187403678894,0.08056423818215008,0.4418874172185575
26,1.473603367805481,0.0788313762658,0.4346026490066367
27,1.4316741228103638,0.07793631451455191,0.4286423841059742
28,1.3813730478286743,0.0791538587888779,0.4291390728476961
29,1.368459701538086,0.07924292486546547,0.4312913907284909
30,1.320283055305481,0.07783605207533957,0.4211920529801461
31,1.2809778451919556,0.07927854344813981,0.4293046357616034
32,1.2880263328552246,0.08007491163579908,0.43162251655630546
33,1.237478494644165,0.08220624983053261,0.4397350993377627
34,1.2239677906036377,0.08162400181311061,0.4405629139072992
35,1.231923222541809,0.08213498704945213,0.43559602649008045
36,1.1759862899780273,0.08218696703395355,0.4380794701986898
37,1.1643236875534058,0.0813604982375035,0.43509933774835857
38,1.1513727903366089,0.08213546816695283,0.44072847682120647
39,1.1243629455566406,0.0824541365335344,0.43592715231789503
40,1.078768253326416,0.08296789228162509,0.44503311258279604
41,1.072855830192566,0.08182768829985856,0.43592715231789503
42,1.0530675649642944,0.08099856844844416,0.4367549668874315
43,1.030595064163208,0.08287759983205258,0.44304635761590855
44,1.0019114017486572,0.0824057173552044,0.44139072847683564
45,0.9790759682655334,0.08184493223081217,0.4405629139072992
46,0.9709556102752686,0.08140599739323116,0.43559602649008045
47,0.9593474268913269,0.08161642773047746,0.4420529801324648
48,0.9536203742027283,0.08127716525794713,0.4422185430463721
49,0.9145632386207581,0.08101202314793968,0.43758278145696794
50,0.9234307408332825,0.08046652101146584,0.43526490066226586
